Postcode;Dorp/ Plaats;Gemeente;Provincie
1000;Amsterdam;Amsterdam;Noord-Holland
1001;Amsterdam;Amsterdam;Noord-Holland
1002;Amsterdam;Amsterdam;Noord-Holland
1003;Amsterdam;Amsterdam;Noord-Holland
1005;Amsterdam;Amsterdam;Noord-Holland
1006;Amsterdam;Amsterdam;Noord-Holland
1007;Amsterdam;Amsterdam;Noord-Holland
1008;Amsterdam;Amsterdam;Noord-Holland
1009;Amsterdam;Amsterdam;Noord-Holland
1011;Amsterdam;Amsterdam;Noord-Holland
1012;Amsterdam;Amsterdam;Noord-Holland
1013;Amsterdam;Amsterdam;Noord-Holland
1014;Amsterdam;Amsterdam;Noord-Holland
1015;Amsterdam;Amsterdam;Noord-Holland
1016;Amsterdam;Amsterdam;Noord-Holland
1017;Amsterdam;Amsterdam;Noord-Holland
1018;Amsterdam;Amsterdam;Noord-Holland
1019;Amsterdam;Amsterdam;Noord-Holland
1020;Amsterdam;Amsterdam;Noord-Holland
1021;Amsterdam;Amsterdam;Noord-Holland
1022;Amsterdam;Amsterdam;Noord-Holland
1023;Amsterdam;Amsterdam;Noord-Holland
1024;Amsterdam;Amsterdam;Noord-Holland
1025;Amsterdam;Amsterdam;Noord-Holland
1026;Amsterdam;Amsterdam;Noord-Holland
1027;Amsterdam;Amsterdam;Noord-Holland
1028;Amsterdam;Amsterdam;Noord-Holland
1030;Amsterdam;Amsterdam;Noord-Holland
1031;Amsterdam;Amsterdam;Noord-Holland
1032;Amsterdam;Amsterdam;Noord-Holland
1033;Amsterdam;Amsterdam;Noord-Holland
1034;Amsterdam;Amsterdam;Noord-Holland
1035;Amsterdam;Amsterdam;Noord-Holland
1036;Amsterdam;Amsterdam;Noord-Holland
1037;Amsterdam;Amsterdam;Noord-Holland
1040;Amsterdam;Amsterdam;Noord-Holland
1041;Amsterdam;Amsterdam;Noord-Holland
1042;Amsterdam;Amsterdam;Noord-Holland
1043;Amsterdam;Amsterdam;Noord-Holland
1044;Amsterdam;Amsterdam;Noord-Holland
1045;Amsterdam;Amsterdam;Noord-Holland
1046;Amsterdam;Amsterdam;Noord-Holland
1047;Amsterdam;Amsterdam;Noord-Holland
1051;Amsterdam;Amsterdam;Noord-Holland
1052;Amsterdam;Amsterdam;Noord-Holland
1053;Amsterdam;Amsterdam;Noord-Holland
1054;Amsterdam;Amsterdam;Noord-Holland
1055;Amsterdam;Amsterdam;Noord-Holland
1056;Amsterdam;Amsterdam;Noord-Holland
1057;Amsterdam;Amsterdam;Noord-Holland
1058;Amsterdam;Amsterdam;Noord-Holland
1059;Amsterdam;Amsterdam;Noord-Holland
1060;Amsterdam;Amsterdam;Noord-Holland
1061;Amsterdam;Amsterdam;Noord-Holland
1062;Amsterdam;Amsterdam;Noord-Holland
1063;Amsterdam;Amsterdam;Noord-Holland
1064;Amsterdam;Amsterdam;Noord-Holland
1065;Amsterdam;Amsterdam;Noord-Holland
1066;Amsterdam;Amsterdam;Noord-Holland
1067;Amsterdam;Amsterdam;Noord-Holland
1068;Amsterdam;Amsterdam;Noord-Holland
1069;Amsterdam;Amsterdam;Noord-Holland
1070;Amsterdam;Amsterdam;Noord-Holland
1071;Amsterdam;Amsterdam;Noord-Holland
1072;Amsterdam;Amsterdam;Noord-Holland
1073;Amsterdam;Amsterdam;Noord-Holland
1074;Amsterdam;Amsterdam;Noord-Holland
1075;Amsterdam;Amsterdam;Noord-Holland
1076;Amsterdam;Amsterdam;Noord-Holland
1077;Amsterdam;Amsterdam;Noord-Holland
1078;Amsterdam;Amsterdam;Noord-Holland
1079;Amsterdam;Amsterdam;Noord-Holland
1080;Amsterdam;Amsterdam;Noord-Holland
1081;Amsterdam;Amsterdam;Noord-Holland
1082;Amsterdam;Amsterdam;Noord-Holland
1083;Amsterdam;Amsterdam;Noord-Holland
1086;Amsterdam;Amsterdam;Noord-Holland
1087;Amsterdam;Amsterdam;Noord-Holland
1090;Amsterdam;Amsterdam;Noord-Holland
1091;Amsterdam;Amsterdam;Noord-Holland
1092;Amsterdam;Amsterdam;Noord-Holland
1093;Amsterdam;Amsterdam;Noord-Holland
1094;Amsterdam;Amsterdam;Noord-Holland
1095;Amsterdam;Amsterdam;Noord-Holland
1096;Amsterdam;Amsterdam;Noord-Holland
1097;Amsterdam;Amsterdam;Noord-Holland
1098;Amsterdam;Amsterdam;Noord-Holland
1100;Amsterdam;Amsterdam;Noord-Holland
1101;Amsterdam;Amsterdam;Noord-Holland
1102;Amsterdam;Amsterdam;Noord-Holland
1103;Amsterdam;Amsterdam;Noord-Holland
1104;Amsterdam;Amsterdam;Noord-Holland
1105;Amsterdam;Amsterdam;Noord-Holland
1106;Amsterdam;Amsterdam;Noord-Holland
1107;Amsterdam;Amsterdam;Noord-Holland
1108;Amsterdam;Amsterdam;Noord-Holland
1109;Amsterdam;Amsterdam;Noord-Holland
1110;Diemen;Diemen;Noord-Holland
1111;Diemen;Diemen;Noord-Holland
1112;Diemen;Diemen;Noord-Holland
1113;Diemen;Diemen;Noord-Holland
1114;Amsterdam-Duivendrecht;Ouder-Amstel;Noord-Holland
1115;Duivendrecht;Ouder-Amstel;Noord-Holland
1117;Schiphol;Haarlemmermeer;Noord-Holland
1118;Schiphol;Haarlemmermeer;Noord-Holland
1119;Schiphol-Rijk;Haarlemmermeer;Noord-Holland
1120;Landsmeer;Landsmeer;Noord-Holland
1121;Landsmeer;Landsmeer;Noord-Holland
1127;Den Ilp;Landsmeer;Noord-Holland
1130;Volendam;Edam-Volendam;Noord-Holland
1131;Volendam;Edam-Volendam;Noord-Holland
1132;Volendam;Edam-Volendam;Noord-Holland
1135;Edam;Edam-Volendam;Noord-Holland
1140;Monnickendam;Waterland;Noord-Holland
1141;Monnickendam;Waterland;Noord-Holland
1145;Katwoude;Waterland;Noord-Holland
1150;Broek in Waterland;Waterland;Noord-Holland
1151;Broek in Waterland;Waterland;Noord-Holland
1153;Zuiderwoude;Waterland;Noord-Holland
1154;Uitdam;Waterland;Noord-Holland
1156;Marken;Waterland;Noord-Holland
1160;Zwanenburg;Haarlemmermeer;Noord-Holland
1161;Zwanenburg;Haarlemmermeer;Noord-Holland
1165;Halfweg;Haarlemmermeer;Noord-Holland
1170;Badhoevedorp;Haarlemmermeer;Noord-Holland
1171;Badhoevedorp;Haarlemmermeer;Noord-Holland
1175;Lijnden;Haarlemmermeer;Noord-Holland
1180;Amstelveen;Amstelveen;Noord-Holland
1181;Amstelveen;Amstelveen;Noord-Holland
1182;Amstelveen;Amstelveen;Noord-Holland
1183;Amstelveen;Amstelveen;Noord-Holland
1184;Amstelveen;Amstelveen;Noord-Holland
1185;Amstelveen;Amstelveen;Noord-Holland
1186;Amstelveen;Amstelveen;Noord-Holland
1187;Amstelveen;Amstelveen;Noord-Holland
1188;Amstelveen;Amstelveen;Noord-Holland
1189;Amstelveen;Amstelveen;Noord-Holland
1190;Ouderkerk aan de Amstel;Ouder-Amstel;Noord-Holland
1191;Ouderkerk aan de Amstel;Ouder-Amstel;Noord-Holland
1200;Hilversum;Hilversum;Noord-Holland
1201;Hilversum;Hilversum;Noord-Holland
1202;Hilversum;Hilversum;Noord-Holland
1211;Hilversum;Hilversum;Noord-Holland
1212;Hilversum;Hilversum;Noord-Holland
1213;Hilversum;Hilversum;Noord-Holland
1214;Hilversum;Hilversum;Noord-Holland
1215;Hilversum;Hilversum;Noord-Holland
1216;Hilversum;Hilversum;Noord-Holland
1217;Hilversum;Hilversum;Noord-Holland
1218;Hilversum;Hilversum;Noord-Holland
1221;Hilversum;Hilversum;Noord-Holland
1222;Hilversum;Hilversum;Noord-Holland
1223;Hilversum;Hilversum;Noord-Holland
1230;Loosdrecht;Wijdemeren;Noord-Holland
1231;Loosdrecht;Wijdemeren;Noord-Holland
1240;Kortenhoef;Wijdemeren;Noord-Holland
1241;Kortenhoef;Wijdemeren;Noord-Holland
1243;‘s-Graveland;Wijdemeren;Noord-Holland
1244;Ankeveen;Wijdemeren;Noord-Holland
1250;Laren;Laren;Noord-Holland
1251;Laren;Laren;Noord-Holland
1252;Laren;Laren;Noord-Holland
1260;Blaricum;Blaricum;Noord-Holland
1261;Blaricum;Blaricum;Noord-Holland
1262;Blaricum;Blaricum;Noord-Holland
1270;Huizen;Huizen;Noord-Holland
1271;Huizen;Huizen;Noord-Holland
1272;Huizen;Huizen;Noord-Holland
1273;Huizen;Huizen;Noord-Holland
1274;Huizen;Huizen;Noord-Holland
1275;Huizen;Huizen;Noord-Holland
1276;Huizen;Huizen;Noord-Holland
1277;Huizen;Huizen;Noord-Holland
1300;Almere;Almere;Flevoland
1301;Almere;Almere;Flevoland
1302;Almere;Almere;Flevoland
1303;Almere;Almere;Flevoland
1305;Almere;Almere;Flevoland
1309;Almere;Almere;Flevoland
1311;Almere;Almere;Flevoland
1312;Almere;Almere;Flevoland
1313;Almere;Almere;Flevoland
1314;Almere;Almere;Flevoland
1315;Almere;Almere;Flevoland
1316;Almere;Almere;Flevoland
1317;Almere;Almere;Flevoland
1318;Almere;Almere;Flevoland
1319;Almere;Almere;Flevoland
1320;Almere;Almere;Flevoland
1321;Almere;Almere;Flevoland
1322;Almere;Almere;Flevoland
1323;Almere;Almere;Flevoland
1324;Almere;Almere;Flevoland
1325;Almere;Almere;Flevoland
1326;Almere;Almere;Flevoland
1327;Almere;Almere;Flevoland
1328;Almere;Almere;Flevoland
1329;Almere;Almere;Flevoland
1331;Almere;Almere;Flevoland
1332;Almere;Almere;Flevoland
1333;Almere;Almere;Flevoland
1334;Almere;Almere;Flevoland
1335;Almere;Almere;Flevoland
1336;Almere;Almere;Flevoland
1338;Almere;Almere;Flevoland
1339;Almere;Almere;Flevoland
1341;Almere;Almere;Flevoland
1343;Almere;Almere;Flevoland
1349;Almere;Almere;Flevoland
1351;Almere;Almere;Flevoland
1352;Almere;Almere;Flevoland
1353;Almere;Almere;Flevoland
1354;Almere;Almere;Flevoland
1355;Almere;Almere;Flevoland
1356;Almere;Almere;Flevoland
1357;Almere;Almere;Flevoland
1358;Almere;Almere;Flevoland
1359;Almere;Almere;Flevoland
1361;Almere;Almere;Flevoland
1362;Almere;Almere;Flevoland
1363;Almere;Almere;Flevoland
1380;Weesp;Weesp;Noord-Holland
1381;Weesp;Weesp;Noord-Holland
1382;Weesp;Weesp;Noord-Holland
1383;Weesp;Weesp;Noord-Holland
1384;Weesp;Weesp;Noord-Holland
1390;Abcoude;De Ronde Venen;Utrecht
1391;Abcoude;De Ronde Venen;Utrecht
1393;Nigtevecht;Stichtse Vecht;Utrecht
1394;Nederhorst den Berg;Wijdemeren;Noord-Holland
1396;Baambrugge;De Ronde Venen;Utrecht
1398;Muiden;Gooise Meren;Noord-Holland
1399;Muiderberg;Gooise Meren;Noord-Holland
1400;Bussum;Gooise Meren;Noord-Holland
1401;Bussum;Gooise Meren;Noord-Holland
1402;Bussum;Gooise Meren;Noord-Holland
1403;Bussum;Gooise Meren;Noord-Holland
1404;Bussum;Gooise Meren;Noord-Holland
1405;Bussum;Gooise Meren;Noord-Holland
1406;Bussum;Gooise Meren;Noord-Holland
1410;Naarden;Gooise Meren;Noord-Holland
1411;Naarden;Gooise Meren;Noord-Holland
1412;Naarden;Gooise Meren;Noord-Holland
1420;Uithoorn;Uithoorn;Noord-Holland
1421;Uithoorn;Uithoorn;Noord-Holland
1422;Uithoorn;Uithoorn;Noord-Holland
1423;Uithoorn;Uithoorn;Noord-Holland
1424;De Kwakel;Uithoorn;Noord-Holland
1426;de Hoef;De Ronde Venen;Utrecht
1427;Amstelhoek;De Ronde Venen;Utrecht
1428;Vrouwenakker;Nieuwkoop;Zuid-Holland
1430;Aalsmeer;Aalsmeer;Noord-Holland
1431;Aalsmeer;Aalsmeer;Noord-Holland
1432;Aalsmeer;Aalsmeer;Noord-Holland
1433;Kudelstaart;Aalsmeer;Noord-Holland
1435;Rijsenhout;Haarlemmermeer;Noord-Holland
1436;Aalsmeerderbrug;Haarlemmermeer;Noord-Holland
1437;Rozenburg;Haarlemmermeer;Noord-Holland
1438;Oude Meer;Haarlemmermeer;Noord-Holland
1440;Purmerend;Purmerend;Noord-Holland
1441;Purmerend;Purmerend;Noord-Holland
1442;Purmerend;Purmerend;Noord-Holland
1443;Purmerend;Purmerend;Noord-Holland
1444;Purmerend;Purmerend;Noord-Holland
1445;Purmerend;Purmerend;Noord-Holland
1446;Purmerend;Purmerend;Noord-Holland
1447;Purmerend;Purmerend;Noord-Holland
1448;Purmerend;Purmerend;Noord-Holland
1451;Purmerland;Landsmeer;Noord-Holland
1452;Ilpendam;Waterland;Noord-Holland
1454;Watergang;Waterland;Noord-Holland
1456;Wijdewormer;Wormerland;Noord-Holland
1458;Spijkerboor;Wormerland;Noord-Holland
1461;Zuidoostbeemster;Beemster;Noord-Holland
1462;Middenbeemster;Beemster;Noord-Holland
1463;Noordbeemster;Beemster;Noord-Holland
1464;Westbeemster;Beemster;Noord-Holland
1471;Kwadijk;Edam-Volendam;Noord-Holland
1472;Middelie;Edam-Volendam;Noord-Holland
1473;Warder;Edam-Volendam;Noord-Holland
1474;Oosthuizen;Edam-Volendam;Noord-Holland
1475;Beets;Edam-Volendam;Noord-Holland
1476;Schardam;Edam-Volendam;Noord-Holland
1477;Hobrede;Edam-Volendam;Noord-Holland
1481;Purmer;Edam-Volendam;Noord-Holland
1482;Purmer;Waterland;Noord-Holland
1483;De Rijp;Alkmaar;Noord-Holland
1484;Graft;Alkmaar;Noord-Holland
1485;Noordeinde;Alkmaar;Noord-Holland
1486;West-Graftdijk;Alkmaar;Noord-Holland
1487;Oost-Graftdijk;Alkmaar;Noord-Holland
1488;Starnmeer;Alkmaar;Noord-Holland
1489;de Woude;Castricum;Noord-Holland
1500;Zaandam;Zaanstad;Noord-Holland
1501;Zaandam;Zaanstad;Noord-Holland
1502;Zaandam;Zaanstad;Noord-Holland
1503;Zaandam;Zaanstad;Noord-Holland
1504;Zaandam;Zaanstad;Noord-Holland
1505;Zaandam;Zaanstad;Noord-Holland
1506;Zaandam;Zaanstad;Noord-Holland
1507;Zaandam;Zaanstad;Noord-Holland
1508;Zaandam;Zaanstad;Noord-Holland
1509;Zaandam;Zaanstad;Noord-Holland
1510;Oostzaan;Oostzaan;Noord-Holland
1511;Oostzaan;Oostzaan;Noord-Holland
1520;Wormerveer;Zaanstad;Noord-Holland
1521;Wormerveer;Zaanstad;Noord-Holland
1525;Westknollendam;Zaanstad;Noord-Holland
1530;Wormer;Wormerland;Noord-Holland
1531;Wormer;Wormerland;Noord-Holland
1534;Oostknollendam;Wormerland;Noord-Holland
1536;Markenbinnen;Alkmaar;Noord-Holland
1540;Koog aan de Zaan;Zaanstad;Noord-Holland
1541;Koog aan de Zaan;Zaanstad;Noord-Holland
1544;Zaandijk;Zaanstad;Noord-Holland
1546;Jisp;Wormerland;Noord-Holland
1550;Westzaan;Zaanstad;Noord-Holland
1551;Westzaan;Zaanstad;Noord-Holland
1560;Krommenie;Zaanstad;Noord-Holland
1561;Krommenie;Zaanstad;Noord-Holland
1562;Krommenie;Zaanstad;Noord-Holland
1566;Assendelft;Zaanstad;Noord-Holland
1567;Assendelft;Zaanstad;Noord-Holland
1600;Enkhuizen;Enkhuizen;Noord-Holland
1601;Enkhuizen;Enkhuizen;Noord-Holland
1602;Enkhuizen;Enkhuizen;Noord-Holland
1606;Venhuizen;Drechterland;Noord-Holland
1607;Hem;Drechterland;Noord-Holland
1608;Wijdenes;Drechterland;Noord-Holland
1609;Oosterleek;Drechterland;Noord-Holland
1610;Bovenkarspel;Stede Broec;Noord-Holland
1611;Bovenkarspel;Stede Broec;Noord-Holland
1613;Grootebroek;Stede Broec;Noord-Holland
1614;Lutjebroek;Stede Broec;Noord-Holland
1616;Hoogkarspel;Drechterland;Noord-Holland
1617;Westwoud;Drechterland;Noord-Holland
1619;Andijk;Medemblik;Noord-Holland
1620;Hoorn;Hoorn;Noord-Holland
1621;Hoorn;Hoorn;Noord-Holland
1622;Hoorn;Hoorn;Noord-Holland
1623;Hoorn;Hoorn;Noord-Holland
1624;Hoorn;Hoorn;Noord-Holland
1625;Hoorn;Hoorn;Noord-Holland
1627;Hoorn;Hoorn;Noord-Holland
1628;Hoorn;Hoorn;Noord-Holland
1631;Oudendijk;Koggenland;Noord-Holland
1633;Avenhorn;Koggenland;Noord-Holland
1634;Scharwoude;Koggenland;Noord-Holland
1636;Schermerhorn;Alkmaar;Noord-Holland
1641;Spierdijk;Koggenland;Noord-Holland
1642;Spierdijk;Koggenland;Noord-Holland
1643;Spierdijk;Koggenland;Noord-Holland
1645;Ursem;Koggenland;Noord-Holland
1646;Ursem;Alkmaar;Noord-Holland
1647;Berkhout;Koggenland;Noord-Holland
1648;De Goorn;Koggenland;Noord-Holland
1652;Zuidermeer;Koggenland;Noord-Holland
1654;Benningbroek;Medemblik;Noord-Holland
1655;Sijbekarspel;Medemblik;Noord-Holland
1657;Abbekerk;Medemblik;Noord-Holland
1658;Lambertschaag;Medemblik;Noord-Holland
1661;De Weere;Opmeer;Noord-Holland
1662;De Weere;Opmeer;Noord-Holland
1663;De Weere;Opmeer;Noord-Holland
1670;Medemblik;Medemblik;Noord-Holland
1671;Medemblik;Medemblik;Noord-Holland
1674;Opperdoes;Medemblik;Noord-Holland
1676;Twisk;Medemblik;Noord-Holland
1678;Oostwoud;Medemblik;Noord-Holland
1679;Midwoud;Medemblik;Noord-Holland
1681;Zwaagdijk-Oost;Medemblik;Noord-Holland
1682;Zwaagdijk-Oost;Medemblik;Noord-Holland
1683;Zwaagdijk-Oost;Medemblik;Noord-Holland
1684;Zwaagdijk-Oost;Medemblik;Noord-Holland
1685;Zwaagdijk-West;Medemblik;Noord-Holland
1686;Zwaagdijk-West;Medemblik;Noord-Holland
1687;Wognum;Medemblik;Noord-Holland
1688;Nibbixwoud;Medemblik;Noord-Holland
1689;Zwaag;Hoorn;Noord-Holland
1691;Hauwert;Medemblik;Noord-Holland
1692;Hauwert;Medemblik;Noord-Holland
1693;Wervershoof;Medemblik;Noord-Holland
1695;Blokker;Hoorn;Noord-Holland
1696;Oosterblokker;Drechterland;Noord-Holland
1697;Schellinkhout;Drechterland;Noord-Holland
1700;Heerhugowaard;Heerhugowaard;Noord-Holland
1701;Heerhugowaard;Heerhugowaard;Noord-Holland
1702;Heerhugowaard;Heerhugowaard;Noord-Holland
1703;Heerhugowaard;Heerhugowaard;Noord-Holland
1704;Heerhugowaard;Heerhugowaard;Noord-Holland
1705;Heerhugowaard;Heerhugowaard;Noord-Holland
1706;Heerhugowaard;Heerhugowaard;Noord-Holland
1710;Hensbroek;Koggenland;Noord-Holland
1711;Hensbroek;Koggenland;Noord-Holland
1713;Obdam;Koggenland;Noord-Holland
1715;Spanbroek;Opmeer;Noord-Holland
1716;Opmeer;Opmeer;Noord-Holland
1718;Hoogwoud;Opmeer;Noord-Holland
1719;Aartswoud;Opmeer;Noord-Holland
1720;Broek op Langedijk;Langedijk;Noord-Holland
1721;Broek op Langedijk;Langedijk;Noord-Holland
1722;Zuid-Scharwoude;Langedijk;Noord-Holland
1723;Noord-Scharwoude;Langedijk;Noord-Holland
1724;Oudkarspel;Langedijk;Noord-Holland
1730;Winkel;Hollands Kroon;Noord-Holland
1731;Winkel;Hollands Kroon;Noord-Holland
1732;Lutjewinkel;Hollands Kroon;Noord-Holland
1733;Nieuwe Niedorp;Hollands Kroon;Noord-Holland
1734;Oude Niedorp;Hollands Kroon;Noord-Holland
1735;’t Veld;Hollands Kroon;Noord-Holland
1736;Zijdewind;Hollands Kroon;Noord-Holland
1738;Waarland;Schagen;Noord-Holland
1740;Schagen;Schagen;Noord-Holland
1741;Schagen;Schagen;Noord-Holland
1742;Schagen;Schagen;Noord-Holland
1744;Sint Maarten;Schagen;Noord-Holland
1746;Dirkshorn;Schagen;Noord-Holland
1747;Tuitjenhorn;Schagen;Noord-Holland
1749;Warmenhuizen;Schagen;Noord-Holland
1750;Schagerbrug;Schagen;Noord-Holland
1751;Schagerbrug;Schagen;Noord-Holland
1752;Sint Maartensbrug;Schagen;Noord-Holland
1753;Sint Maartensvlotbrug;Schagen;Noord-Holland
1754;Burgerbrug;Schagen;Noord-Holland
1755;Petten;Schagen;Noord-Holland
1756;’t Zand;Schagen;Noord-Holland
1757;Oudesluis;Schagen;Noord-Holland
1759;Callantsoog;Schagen;Noord-Holland
1760;Anna Paulowna;Hollands Kroon;Noord-Holland
1761;Anna Paulowna;Hollands Kroon;Noord-Holland
1764;Breezand;Hollands Kroon;Noord-Holland
1766;Wieringerwaard;Hollands Kroon;Noord-Holland
1767;Kolhorn;Hollands Kroon;Noord-Holland
1768;Barsingerhorn;Hollands Kroon;Noord-Holland
1769;Haringhuizen;Hollands Kroon;Noord-Holland
1770;Wieringerwerf;Hollands Kroon;Noord-Holland
1771;Wieringerwerf;Hollands Kroon;Noord-Holland
1773;Kreileroord;Hollands Kroon;Noord-Holland
1774;Slootdorp;Hollands Kroon;Noord-Holland
1775;Middenmeer;Hollands Kroon;Noord-Holland
1777;Hippolytushoef;Hollands Kroon;Noord-Holland
1778;Westerland;Hollands Kroon;Noord-Holland
1779;Den Oever;Hollands Kroon;Noord-Holland
1780;Den Helder;Den Helder;Noord-Holland
1781;Den Helder;Den Helder;Noord-Holland
1782;Den Helder;Den Helder;Noord-Holland
1783;Den Helder;Den Helder;Noord-Holland
1784;Den Helder;Den Helder;Noord-Holland
1785;Den Helder;Den Helder;Noord-Holland
1786;Den Helder;Den Helder;Noord-Holland
1787;Julianadorp;Den Helder;Noord-Holland
1788;Julianadorp;Den Helder;Noord-Holland
1789;Den Helder;Den Helder;Noord-Holland
1790;Den Burg;Texel;Noord-Holland
1791;Den Burg;Texel;Noord-Holland
1792;Oudeschild;Texel;Noord-Holland
1793;De Waal;Texel;Noord-Holland
1794;Oosterend;Texel;Noord-Holland
1795;De Cocksdorp;Texel;Noord-Holland
1796;De Koog;Texel;Noord-Holland
1797;Den Hoorn;Texel;Noord-Holland
1800;Alkmaar;Alkmaar;Noord-Holland
1801;Alkmaar;Alkmaar;Noord-Holland
1802;Alkmaar;Alkmaar;Noord-Holland
1810;Alkmaar;Alkmaar;Noord-Holland
1811;Alkmaar;Alkmaar;Noord-Holland
1812;Alkmaar;Alkmaar;Noord-Holland
1813;Alkmaar;Alkmaar;Noord-Holland
1814;Alkmaar;Alkmaar;Noord-Holland
1815;Alkmaar;Alkmaar;Noord-Holland
1816;Alkmaar;Alkmaar;Noord-Holland
1817;Alkmaar;Alkmaar;Noord-Holland
1821;Alkmaar;Alkmaar;Noord-Holland
1822;Alkmaar;Alkmaar;Noord-Holland
1823;Alkmaar;Alkmaar;Noord-Holland
1824;Alkmaar;Alkmaar;Noord-Holland
1825;Alkmaar;Alkmaar;Noord-Holland
1826;Alkmaar;Alkmaar;Noord-Holland
1827;Alkmaar;Alkmaar;Noord-Holland
1829;Oudorp;Alkmaar;Noord-Holland
1830;Koedijk;Langedijk;Noord-Holland
1831;Koedijk;Alkmaar;Noord-Holland
1832;Koedijk;Langedijk;Noord-Holland
1834;Sint Pancras;Langedijk;Noord-Holland
1840;Stompetoren;Alkmaar;Noord-Holland
1841;Stompetoren;Alkmaar;Noord-Holland
1842;Oterleek;Alkmaar;Noord-Holland
1843;Grootschermer;Alkmaar;Noord-Holland
1844;Driehuizen;Alkmaar;Noord-Holland
1846;Zuidschermer;Alkmaar;Noord-Holland
1847;Zuidschermer;Alkmaar;Noord-Holland
1850;Heiloo;Heiloo;Noord-Holland
1851;Heiloo;Heiloo;Noord-Holland
1852;Heiloo;Heiloo;Noord-Holland
1860;Bergen (NH);Bergen (NH.);Noord-Holland
1861;Bergen (NH);Bergen (NH.);Noord-Holland
1862;Bergen (NH);Bergen (NH.);Noord-Holland
1865;Bergen aan Zee;Bergen (NH.);Noord-Holland
1870;Schoorl;Bergen (NH.);Noord-Holland
1871;Schoorl;Bergen (NH.);Noord-Holland
1873;Groet;Bergen (NH.);Noord-Holland
1900;Castricum;Castricum;Noord-Holland
1901;Castricum;Castricum;Noord-Holland
1902;Castricum;Castricum;Noord-Holland
1906;Limmen;Castricum;Noord-Holland
1910;Uitgeest;Uitgeest;Noord-Holland
1911;Uitgeest;Uitgeest;Noord-Holland
1920;Akersloot;Castricum;Noord-Holland
1921;Akersloot;Castricum;Noord-Holland
1930;Egmond aan Zee;Bergen (NH.);Noord-Holland
1931;Egmond aan Zee;Bergen (NH.);Noord-Holland
1934;Egmond aan den Hoef;Bergen (NH.);Noord-Holland
1935;Egmond-Binnen;Bergen (NH.);Noord-Holland
1940;Beverwijk;Beverwijk;Noord-Holland
1941;Beverwijk;Beverwijk;Noord-Holland
1942;Beverwijk;Beverwijk;Noord-Holland
1943;Beverwijk;Beverwijk;Noord-Holland
1944;Beverwijk;Beverwijk;Noord-Holland
1945;Beverwijk;Beverwijk;Noord-Holland
1946;Beverwijk;Beverwijk;Noord-Holland
1947;Beverwijk;Beverwijk;Noord-Holland
1948;Beverwijk;Beverwijk;Noord-Holland
1949;Wijk aan Zee;Beverwijk;Noord-Holland
1950;Velsen-Noord;Velsen;Noord-Holland
1951;Velsen-Noord;Velsen;Noord-Holland
1960;Heemskerk;Heemskerk;Noord-Holland
1961;Heemskerk;Heemskerk;Noord-Holland
1962;Heemskerk;Heemskerk;Noord-Holland
1963;Heemskerk;Heemskerk;Noord-Holland
1964;Heemskerk;Heemskerk;Noord-Holland
1965;Heemskerk;Heemskerk;Noord-Holland
1966;Heemskerk;Heemskerk;Noord-Holland
1967;Heemskerk;Heemskerk;Noord-Holland
1968;Heemskerk;Heemskerk;Noord-Holland
1969;Heemskerk;Heemskerk;Noord-Holland
1970;IJmuiden;Velsen;Noord-Holland
1971;IJmuiden;Velsen;Noord-Holland
1972;IJmuiden;Velsen;Noord-Holland
1973;IJmuiden;Velsen;Noord-Holland
1974;IJmuiden;Velsen;Noord-Holland
1975;IJmuiden;Velsen;Noord-Holland
1976;IJmuiden;Velsen;Noord-Holland
1980;Velsen-Zuid;Velsen;Noord-Holland
1981;Velsen-Zuid;Velsen;Noord-Holland
1985;Driehuis NH;Velsen;Noord-Holland
1990;Velserbroek;Velsen;Noord-Holland
1991;Velserbroek;Velsen;Noord-Holland
1992;Velserbroek;Velsen;Noord-Holland
2000;Haarlem;Haarlem;Noord-Holland
2001;Haarlem;Haarlem;Noord-Holland
2002;Haarlem;Haarlem;Noord-Holland
2003;Haarlem;Haarlem;Noord-Holland
2011;Haarlem;Haarlem;Noord-Holland
2012;Haarlem;Haarlem;Noord-Holland
2013;Haarlem;Haarlem;Noord-Holland
2014;Haarlem;Haarlem;Noord-Holland
2015;Haarlem;Haarlem;Noord-Holland
2021;Haarlem;Haarlem;Noord-Holland
2022;Haarlem;Haarlem;Noord-Holland
2023;Haarlem;Haarlem;Noord-Holland
2024;Haarlem;Haarlem;Noord-Holland
2025;Haarlem;Haarlem;Noord-Holland
2026;Haarlem;Haarlem;Noord-Holland
2031;Haarlem;Haarlem;Noord-Holland
2032;Haarlem;Haarlem;Noord-Holland
2033;Haarlem;Haarlem;Noord-Holland
2034;Haarlem;Haarlem;Noord-Holland
2035;Haarlem;Haarlem;Noord-Holland
2036;Haarlem;Haarlem;Noord-Holland
2037;Haarlem;Haarlem;Noord-Holland
2040;Zandvoort;Zandvoort;Noord-Holland
2041;Zandvoort;Zandvoort;Noord-Holland
2042;Zandvoort;Zandvoort;Noord-Holland
2050;Overveen;Bloemendaal;Noord-Holland
2051;Overveen;Bloemendaal;Noord-Holland
2060;Bloemendaal;Bloemendaal;Noord-Holland
2061;Bloemendaal;Bloemendaal;Noord-Holland
2063;Spaarndam gem. Haarlem;Haarlem;Noord-Holland
2064;Spaarndam;Haarlemmermeer;Noord-Holland
